adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/fQq1FWp1rC89xDrRMuyFJdFUdMd.jpg,"[10749, 35]",761053,en,Gabriel's Inferno Part III,The final part of the film adaption of the erotic romance novel Gabriel's Inferno written by an anonymous Canadian author under the pen name Sylvain Reynard.,35.33,/fYtHxTxlhzD4QWfEbrC1rypysSD.jpg,2020-11-19,Gabriel's Inferno Part III,False,8.8,726
False,/jtAI6OJIWLWiRItNSZoWjrsUtmi.jpg,[10749],724089,en,Gabriel's Inferno Part II,"Professor Gabriel Emerson finally learns the truth about Julia Mitchell's identity, but his realization comes a moment too late. Julia is done waiting for the well-respected Dante specialist to remember her and wants nothing more to do with him. Can Gabriel win back her heart before she finds love in another's arms?",7.771,/pci1ArYW7oJ2eyTo2NMYEKHHiCP.jpg,2020-07-31,Gabriel's Inferno Part II,False,8.8,1180
False,/xRI636TOdS1K1GBqIBRSmfZ1T5x.jpg,"[35, 18, 10749]",19404,hi,दिलवाले दुल्हनिया ले जायेंगे,"Raj is a rich, carefree, happy-go-lucky second generation NRI. Simran is the daughter of Chaudhary Baldev Singh, who in spite of being an NRI is very strict about adherence to Indian values. Simran has left for India to be married to her childhood fiancé. Raj leaves for India with a mission at his hands, to claim his lady love under the noses of her whole family. Thus begins a saga.",12.439,/2CAL2433ZeIihfX1Hb2139CX0pW.jpg,1995-10-20,Dilwale Dulhania Le Jayenge,False,8.8,2667
False,/mxn0RJ6stopje13MZdwU35XDnAx.jpg,"[10751, 12, 16, 14]",441130,en,Wolfwalkers,"In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.",28.604,/ehAKuE48okTuonq6TpsNQj8vFTC.jpg,2020-10-26,Wolfwalkers,False,8.7,262
False,/tXHpvlr5F7gV5DwgS7M5HBrUi2C.jpg,"[18, 80]",278,en,The Shawshank Redemption,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",48.206,/q6y0Go1tsGEsmtFryDOJo3dEmqu.jpg,1994-09-23,The Shawshank Redemption,False,8.7,18396
False,/w2uGvCpMtvRqZg6waC1hvLyZoJa.jpg,[10749],696374,en,Gabriel's Inferno,"An intriguing and sinful exploration of seduction, forbidden love, and redemption, Gabriel's Inferno is a captivating and wildly passionate tale of one man's escape from his own personal hell as he tries to earn the impossible--forgiveness and love.",10.801,/oyG9TL7FcRP4EZ9Vid6uKzwdndz.jpg,2020-05-29,Gabriel's Inferno,False,8.7,1949
False,/7VrRna8S3x6xbijooeBmxqvHXiu.jpg,"[18, 80]",238,en,The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",37.294,/3bhkrj58Vtu7enYsRolD1fZdja1.jpg,1972-03-14,The Godfather,False,8.7,13878
False,/loRmRzQXZeqG78TqZuyvSlEQfZb.jpg,"[18, 36, 10752]",424,en,Schindler's List,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,34.272,/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg,1993-11-30,Schindler's List,False,8.6,11057
False,/dIWwZW7dJJtqC6CgWzYkNVKIUm8.jpg,"[10749, 16, 18]",372058,ja,君の名は。,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",76.754,/iaiy3tg9QVkDpObm1IGqmbC9A5C.jpg,2016-08-26,Your Name.,False,8.6,7131
False,/poec6RqOKY9iSiIUmfyfPfiLtvB.jpg,"[18, 80]",240,en,The Godfather: Part II,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",27.934,/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg,1974-12-20,The Godfather: Part II,False,8.6,8287
False,/1fOsyhVz5qyX2rl1qqX6KImVhTx.jpg,"[18, 35]",644479,es,Dedicada a mi ex,"The film tells the story of Ariel, a 21-year-old who decides to form a rock band to compete for a prize of ten thousand dollars in a musical band contest, this as a last option when trying to get money to save their relationship and reunite with his ex-girlfriend, which breaks due to the trip she must make to Finland for an internship. Ariel with her friend Ortega, decides to make a casting to find the other members of the band, although they do not know nothing about music, thus forming a band with members that have diverse and opposite personalities.",41.281,/riAooJrFvVhotyaOgoI0WR7okSe.jpg,2019-11-01,Dedicated to my ex,False,8.6,343
False,/mSDsSDwaP3E7dEfUPWy4J0djt4O.jpg,"[16, 10751, 14]",129,ja,千と千尋の神隠し,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",46.475,/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,2001-07-20,Spirited Away,False,8.5,10968
False,/hQQTE285UQB1lLY1XiioQ77LYnC.jpg,"[16, 35, 10749, 18, 14]",572154,ja,青春ブタ野郎はゆめみる少女の夢を見ない,"In Fujisawa, Sakuta Azusagawa is in his second year of high school. Blissful days with his girlfriend and upperclassman, Mai Sakurajima, are interrupted by the appearance of his first crush, Shoko Makinohara.",121.792,/7Ai8vNEv4zEveh12JViGikoVPVV.jpg,2019-06-15,Rascal Does Not Dream of a Dreaming Girl,False,8.5,226
False,/TU9NIjwzjoKPwQHoHshkFcQUCG.jpg,"[35, 53, 18]",496243,ko,기생충,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",144.854,/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,2019-05-30,Parasite,False,8.5,10754
False,/xMIyotorUv2Yz7zpQz2QYc8wkWB.jpg,"[14, 18, 80]",497,en,The Green Mile,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",41.696,/velWPhVMQeQKcxggNEU8YmIo52R.jpg,1999-12-10,The Green Mile,False,8.5,11853
False,/uWVkEo9PWHu9algZsiLPi6sRU64.jpg,"[36, 10402, 18]",556574,en,Hamilton,"Presenting the tale of American founding father Alexander Hamilton, this filmed version of the original Broadway smash hit is the story of America then, told by America now.",19.908,/h1B7tW0t399VDjAcWJh8m87469b.jpg,2020-07-03,Hamilton,False,8.5,636
False,/yR27bZPIkNhpGEIP3jKV2EifTgo.jpg,"[16, 10751]",755812,fr,"Miraculous World: New York, United HeroeZ","During a school field trip, Ladybug and Cat Noir meet the American superheroes, whom they have to save from an akumatised super-villain. They discover that Miraculous exist in the United States too.",611.71,/kIHgjAkuzvKBnmdstpBOo4AfZah.jpg,2020-09-26,"Miraculous World: New York, United HeroeZ",False,8.5,423
False,/w7RDIgQM6bLT7JXtH4iUQd3Iwxm.jpg,"[53, 80]",680,en,Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",42.772,/plnlrtBUULT0rh3Xsjmpubiso3L.jpg,1994-09-10,Pulp Fiction,False,8.5,20638
False,/6aNKD81RHR1DqUUa8kOZ1TBY1Lp.jpg,"[35, 18]",637,it,La vita è bella,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,31.589,/74hLDKjD5aGYOotO6esUVaeISa2.jpg,1997-12-20,Life Is Beautiful,False,8.5,9910
False,/qqHQsStV6exghCM7zbObuYBiYxw.jpg,[18],389,en,12 Angry Men,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",21.161,/7sf9CgJz30aXDvrg7DYYUQ2U91T.jpg,1957-04-10,12 Angry Men,False,8.5,5378
False,/tlEFuIlaxRPXIYVHXbOSAMCfWqk.jpg,"[35, 18, 10749]",13,en,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",39.516,/h5J4W4veyxMXDMjeNxZI46TsHOb.jpg,1994-07-06,Forrest Gump,False,8.5,20037
False,/hkBaDkMWbLaf8B1lsWsKX7Ew3Xq.jpg,"[18, 28, 80, 53]",155,en,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",53.828,/qJ2tW6WMUDux911r6m7haRef0WH.jpg,2008-07-16,The Dark Knight,False,8.5,24532
False,/lXhgCODAbBXL5buk9yEmTpOoOgR.jpg,"[12, 14, 28]",122,en,The Lord of the Rings: The Return of the King,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.",56.642,/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,2003-12-01,The Lord of the Rings: The Return of the King,False,8.5,17220
False,/zoVeIgKzGJzpdG6Gwnr7iOYfIMU.jpg,"[18, 10749]",11216,it,Nuovo Cinema Paradiso,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.",17.283,/8SRUfRUi6x4O68n0VCbDNRa6iGL.jpg,1988-11-17,Cinema Paradiso,False,8.4,2768
False,/sw7mordbZxgITU877yTpZCud90M.jpg,"[18, 80]",769,en,GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",21.944,/6QMSLvU5ziIL2T6VrkaKzN2YkxK.jpg,1990-09-12,GoodFellas,False,8.4,8614
False,/x4biAVdPVCghBlsVIzB6NmbghIz.jpg,[37],429,it,"Il buono, il brutto, il cattivo","While the Civil War rages between the Union and the Confederacy, three men – a quiet loner, a ruthless hit man and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",23.446,/eWivEg4ugIMAd7d4uWI37b17Cgj.jpg,1966-12-23,"The Good, the Bad and the Ugly",False,8.4,5719
False,/rO4pfAIIrt3N905wTTe2HrH3uUv.jpg,"[18, 80]",311,en,Once Upon a Time in America,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",21.944,/i0enkzsL5dPeneWnjl1fCWm6L7k.jpg,1984-05-23,Once Upon a Time in America,False,8.4,3467
False,/m5HPKCi7GdhKmxPTcOQmcLfEmZ9.jpg,"[12, 35, 16, 14]",532067,ja,この素晴らしい世界に祝福を！紅伝説,"It is not strange that the Demon Lord's forces fear the Crimson Demons, the clan from which Megumin and Yunyun originate. Even if the Demon Lord's generals attack their village, the Crimson Demons can just easily brush them off with their supreme mastery of advanced and overpowered magic.  When Yunyun receives a seemingly serious letter regarding a potential disaster coming to her hometown, she immediately informs Kazuma Satou and the rest of his party. After a series of wacky misunderstandings, it turns out to be a mere prank by her fellow demon who wants to be an author. Even so, Megumin becomes worried about her family and sets out toward the Crimson Demons' village with the gang.  There, Kazuma and the others decide to sightsee the wonders of Megumin's birthplace. However, they soon come to realize that the nonsense threat they received might have been more than just a joke.",156.596,/j73LuQcA21KvkVFcroWWMN8tTJv.jpg,2019-08-30,KonoSuba: God's Blessing on this Wonderful World! Legend of Crimson,False,8.4,230
False,/bx326cwBtDsfDcnTgFlK5dXkyaC.jpg,"[10402, 18, 10749]",630566,en,Clouds,"Young musician Zach Sobiech discovers his cancer has spread, leaving him just a few months to live. With limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon.",30.851,/d0OdD1I8qAfETvE9Rp9Voq7R8LR.jpg,2020-10-09,Clouds,False,8.4,625
False,/sJNNMCc6B7KZIY3LH3JMYJJNH5j.jpg,"[28, 18]",346,ja,七人の侍,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food. A giant battle occurs when 40 bandits attack the village.",14.207,/8OKmBV5BUFzmozIC3pPWKHy17kx.jpg,1954-04-26,Seven Samurai,False,8.4,2193
False,/6esNUoXh4xQvucB7o7e3TCfjI65.jpg,"[35, 18, 10749]",522924,en,The Art of Racing in the Rain,"A family dog—with a near-human soul and a philosopher's mind—evaluates his life through the lessons learned by his human owner, a race-car driver.",42.786,/mi5VN4ww0JZgRFJIaPxxTGKjUg7.jpg,2019-08-08,The Art of Racing in the Rain,False,8.4,754
False,/9guoVF7zayiiUq5ulKQpt375VIy.jpg,"[16, 28, 14, 12]",592350,ja,僕のヒーローアカデミア THE MOVIE ヒーローズ：ライジング,"Class 1-A visits Nabu Island where they finally get to do some real hero work. The place is so peaceful that it's more like a vacation … until they're attacked by a villain with an unfathomable Quirk! His power is eerily familiar, and it looks like Shigaraki had a hand in the plan. But with All Might retired and citizens' lives on the line, there's no time for questions. Deku and his friends are the next generation of heroes, and they're the island's only hope.",295.085,/zGVbrulkupqpbwgiNedkJPyQum4.jpg,2019-12-20,My Hero Academia: Heroes Rising,False,8.4,626
False,/kZGaVeXSkkvrpMYvD97sxHj291k.jpg,"[27, 18, 53]",539,en,Psycho,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",24.243,/nR4LD4ZJg2n6LZQpcOrLFdMq0cD.jpg,1960-06-22,Psycho,False,8.4,7112
False,/alQqTpmEkxSLgajfEYTsTH6nAKB.jpg,"[12, 35]",40096,pt,O Auto da Compadecida,"The lively Jack the Cricket and the sly Chicó are poor guys living in the hinterland who cheat a bunch of people in a small in Northeastern Brazil. When they die, they have to be judged by Christ, the Devil and the Virgin Mary before they are admitted to paradise.",8.34,/m8eFedsS7vQCZCS8WGp5n1bVD0q.jpg,2000-09-15,A Dog's Will,False,8.4,723
False,/re3ZvlKJg04iLpLRf1xTKHS2wLU.jpg,"[16, 12, 35, 10751, 14, 10402, 28, 18]",537061,en,Steven Universe: The Movie,"Two years after the events of ""Change Your Mind"", Steven (now 16 years old) and his friends are ready to enjoy the rest of their lives peacefully. However, all of that changes when a new sinister Gem arrives, armed with a giant drill that saps the life force of all living things on Earth. In their biggest challenge ever, the Crystal Gems must work together to save all organic life on Earth within 48 hours.",26.192,/8mRgpubxHqnqvENK4Bei30xMDvy.jpg,2019-09-02,Steven Universe: The Movie,False,8.4,546
False,/52AfXWuXCHn3UjD17rBruA9f5qb.jpg,[18],550,en,Fight Club,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",43.15,/8kNruSfhk5IoE4eZOc4UpvDn6tq.jpg,1999-10-15,Fight Club,False,8.4,21192
False,/3KwAmIKMaDcBMonF5wmyNTL0SR6.jpg,[18],510,en,One Flew Over the Cuckoo's Nest,"While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy, inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.",18.968,/3jcbDmRFiQ83drXNOvRDeKHxS0C.jpg,1975-11-18,One Flew Over the Cuckoo's Nest,False,8.4,7516
False,/9xeEGUZjgiKlI69jwIOi0hjKUIk.jpg,"[14, 28, 12, 16]",664767,en,Mortal Kombat Legends: Scorpion's Revenge,"After the vicious slaughter of his family by stone-cold mercenary Sub-Zero, Hanzo Hasashi is exiled to the torturous Netherrealm. There, in exchange for his servitude to the sinister Quan Chi, he’s given a chance to avenge his family – and is resurrected as Scorpion, a lost soul bent on revenge. Back on Earthrealm, Lord Raiden gathers a team of elite warriors – Shaolin monk Liu Kang, Special Forces officer Sonya Blade and action star Johnny Cage – an unlikely band of heroes with one chance to save humanity. To do this, they must defeat Shang Tsung’s horde of Outworld gladiators and reign over the Mortal Kombat tournament.",757.242,/4VlXER3FImHeFuUjBShFamhIp9M.jpg,2020-04-12,Mortal Kombat Legends: Scorpion's Revenge,False,8.4,763
False,/194dso1hBwQEgIU3fgS7mXHtFAj.jpg,"[18, 80]",598,pt,Cidade de Deus,"Buscapé was raised in a very violent environment. Despite the feeling that all odds were against him, he finds out that life can be seen with other eyes...",38.512,/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg,2002-02-05,City of God,False,8.4,4917
False,/bh6yfB6I1N1WuMiX6K5HxGVZnja.jpg,"[35, 18]",42269,it,C'eravamo tanto amati,"Gianni, Nicola and Antonio become close friends in 1944 while fighting the Nazis. After the end of the war, full of illusions, they settle down. The movie is a the story of the life of these three idealists and how they deal with the inevitable disillusionments of life.",7.347,/zGGWYpiKNwjpKxelPxOMqJnUgDs.jpg,1974-12-21,We All Loved Each Other So Much,False,8.4,310
False,/7d6EY00g1c39SGZOoCJ5Py9nNth.jpg,"[28, 12, 16, 878, 35]",324857,en,Spider-Man: Into the Spider-Verse,"Miles Morales is juggling his life between being a high school student and being a spider-man. When Wilson ""Kingpin"" Fisk uses a super collider, others from across the Spider-Verse are transported to this dimension.",82.152,/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,2018-12-06,Spider-Man: Into the Spider-Verse,False,8.4,9037
False,/vwBa7djy1oxfxUjc7YtVgGNsjrT.jpg,"[14, 16, 12]",4935,ja,ハウルの動く城,"When Sophie, a shy young woman, is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",33.36,/TkTPELv4kC3u1lkloush8skOjE.jpg,2004-11-19,Howl's Moving Castle,False,8.4,6125
False,/5lAMQMWpXMsirvtLLvW7cJgEPkU.jpg,"[16, 18, 10749]",378064,ja,映画 聲の形,"Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?",87.867,/tuFaWiqX0TXoWu7DGNcmX3UW7sT.jpg,2016-09-17,A Silent Voice: The Movie,False,8.4,2184
False,/x5SRTwGtATzvFjRZXJxmitfqH4y.jpg,"[16, 18, 10752]",12477,ja,火垂るの墓,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",0.6,/fs9rvMCDCqZMr6AGciakP0Ds7og.jpg,1988-04-16,Grave of the Fireflies,False,8.4,3350
False,/sQkRiQo3nLrQYMXZodDjNUJKHZV.jpg,"[16, 28, 12, 14, 878]",618344,en,Justice League Dark: Apokolips War,"Earth is decimated after intergalactic tyrant Darkseid has devastated the Justice League in a poorly executed war by the DC Super Heroes. Now the remaining bastions of good – the Justice League, Teen Titans, Suicide Squad and assorted others – must regroup, strategize and take the war to Darkseid in order to save the planet and its surviving inhabitants.",40.882,/c01Y4suApJ1Wic2xLmaq1QYcfoZ.jpg,2020-05-05,Justice League Dark: Apokolips War,False,8.4,880
False,/5nkKy7eEDsXqsxFLJy3GxZhE90J.jpg,"[16, 14, 10749, 18]",476292,ja,さよならの朝に約束の花をかざろう,"Maquia is a member of a special race called the Iorph who can live for hundreds of years. However, Maquia has always felt lonely despite being surrounded by her people, as she was orphaned from a young age. She daydreams about the outside world, but dares not travel from her home due to the warnings of the clan's chief.  One day the kingdom of Mezarte invades her homeland. They already have what is left of the giant dragons, the Renato, under their control, and now their king wishes to add the immortality to his bloodline.  They ravage the Iorph homeland and kill most of its inhabitants. Caught in the midst of the attack, Maquia is carried off by one of the Renato. It soon dies, and she is left deserted in a forest, now truly alone save for the cries of a single baby off in the distance. Maquia finds the baby in a destroyed village and decides to raise him as her own, naming him Ariel. Although she knows nothing of the human world, how to raise a child that ages much faster than her.",53.673,/hL3NqRE2ccR4Y2sYSJTrmalRjrz.jpg,2018-02-24,Maquia: When the Promised Flower Blooms,False,8.4,322
False,/7jTgJ24UPkWeb5zzH7ihs554xVy.jpg,[35],914,en,The Great Dictator,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,15.798,/1QpO9wo7JWecZ4NiBuu625FiY1j.jpg,1940-10-23,The Great Dictator,False,8.4,2211
False,/23XAzEpKuKUFLW2aWANbuNmqSvL.jpg,"[28, 18, 36]",14537,ja,切腹,An unusual request for ritual suicide on a feudal lord's property leads to the unwinding of a greater mystery that challenges the clan's integrity.,9.721,/fRqVjso3rdEcxZHXWE2xazDAtjI.jpg,1962-09-15,Harakiri,False,8.4,455
False,/vljrgvuOILOqycL3YRzcjQRxPOm.jpg,[18],599,en,Sunset Boulevard,A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.,13.575,/sC4Dpmn87oz9AuxZ15Lmip0Ftgr.jpg,1950-08-10,Sunset Boulevard,False,8.4,1610
False,/dMZxEdrWIzUmUoOz2zvmFuutbj7.jpg,"[12, 28, 878]",1891,en,The Empire Strikes Back,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",27.041,/7BuH8itoSrLExs2YZSsM01Qk2no.jpg,1980-05-20,The Empire Strikes Back,False,8.4,12667
False,/fRGxZuo7jJUWQsVg9PREb98Aclp.jpg,"[18, 10402]",244786,en,Whiplash,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",37.124,/6uSPcdGNA2A6vJmCagXkvnutegs.jpg,2014-10-10,Whiplash,False,8.4,10758
False,/o4Thn9ooTZAZOYrlbWgVB20weSf.jpg,[18],73,en,American History X,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",31.5,/c2gsmSQ2Cqv8zosqKOCwRS0GFBS.jpg,1998-10-30,American History X,False,8.4,8385
False,/5qtOVAcBFogwktkseoZSfZVq6bx.jpg,[18],3782,ja,生きる,"Kanji Watanabe is a middle-aged man who has worked in the same monotonous bureaucratic position for decades. Learning he has cancer, he starts to look for the meaning of his life.",11.906,/dgNTS4EQDDVfkzJI5msKuHu2Ei3.jpg,1952-10-09,Ikiru,False,8.4,632
False,/A7r8GRpvOojI2Vl5EEJfAIfzCg9.jpg,"[18, 10752]",423,en,The Pianist,"The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.",25.71,/3DzePKMbLMIM636S6syCy3cLPqj.jpg,2002-09-17,The Pianist,False,8.4,6118
False,/ps82zgSDimvlYps6otcMYshrVyS.jpg,"[35, 18, 10749]",901,en,City Lights,"In this sound-era silent film, a tramp falls in love with a beautiful blind flower seller.",14.718,/bXNvzjULc9jrOVhGfjcc64uKZmZ.jpg,1931-02-01,City Lights,False,8.4,1360
False,/qt01wUC460FCWfogDqe3UO00T3g.jpg,"[53, 9648, 18]",567,en,Rear Window,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,16.633,/qitnZcLP7C9DLRuPpmvZ7GiEjJN.jpg,1954-09-01,Rear Window,False,8.4,4293
False,/AfyuI3glMCBDFmNPj9PY6DwbgGp.jpg,"[18, 878, 16, 28]",18491,ja,新世紀エヴァンゲリオン劇場版 THE END OF EVANGELION,"The second of two theatrically released follow-ups to the Neon Genesis Evangelion series. Comprising of two alternate episodes which were first intended to take the place of episodes 25 and 26, this finale answers many of the questions surrounding the series, while also opening up some new possibilities.",34.807,/m9PTii0XWCIKZBBrCrOn8RLTK0w.jpg,1997-07-19,Neon Genesis Evangelion: The End of Evangelion,False,8.4,713
False,/cYdHaKx6Ihj1BIvbxpCxIGXfZ02.jpg,"[10749, 18]",527641,en,Five Feet Apart,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",59.55,/kreTuJBkUjVWePRfhHZuYfhNE1T.jpg,2019-03-15,Five Feet Apart,False,8.3,3973
False,/mpNd0rTVrp6vHJ9Je7wSa3zC8JS.jpg,"[12, 14, 16]",128,ja,もののけ姫,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",33.794,/pdtzEreKvKAlqa2YEBaGwiA45V8.jpg,1997-07-12,Princess Mononoke,False,8.3,5420
False,/vRQnzOn4HjIMX4LBq9nHhFXbsSu.jpg,"[12, 14, 28]",120,en,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",61.707,/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,False,8.3,18687
False,/wooZWiC4NWH0ahCSUOogEmVejHo.jpg,"[35, 10751]",640344,it,Me contro Te: Il film - La vendetta del Signor S,"Luì and Sofì fight the terrible Signor S once again, this time he will be revealed to the public!!!",6.212,/sfeQTIRkJjWt8IPDSBcPqkrcaas.jpg,2020-01-17,Me contro Te: Il film - La vendetta del Signor S,False,8.3,390
False,/88J6waYVTta8Qz3iX3qUeWNA5d5.jpg,"[18, 10749]",447362,en,Life in a Year,"A 17 year old finds out that his girlfriend is dying, so he sets out to give her an entire life, in the last year she has left.",212.957,/xNcjlHPRNoqbpaYis0Y3zX4Hq0x.jpg,2020-11-27,Life in a Year,False,8.3,249
False,/354kfjVb96mtFALMhBE6jzHGiA2.jpg,"[18, 10752]",975,en,Paths of Glory,A commanding officer defends three scapegoats on trial for a failed offensive that occurred within the French Army in 1916.,14.704,/Ad6WhONWzYruWk9mm6JZF2oZBwl.jpg,1957-09-18,Paths of Glory,False,8.3,1802
